kitchenSlug,kitchenCode,kitchenName,kitchenStatus,kitchenDescription,contracts,itemId,itemType,sortOrder,code,articleNumber,name,price,widthMm,heightMm,depthMm,componentKey,iconKey,colorKey,isLocked,isActive,infoText,productImagePath,productInfoPdfPath,productInfoSummary,productInfoKeyFacts,productInfoExtractedText,productInfoUpdatedAt,createdAt,updatedAt
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg70002dsn1otbwbo776,COMPONENT,100,LIGHT-C-LED-001,KA220043_S3,LED Lighting Set,69.00,,,,under-cabinet-light,under_cabinet_light,#666666,false,true,LED lighting set,,/product-info/led-lighting-set-elabel.pdf,Energie-Label fuer das LED-Beleuchtungsset KA220043_S3. Das Label nennt Energieeffizienzklasse E und 3 kWh / 1000 h.,Product type: LED lighting set. | Model: KA220043_S3. | Energy efficiency class: E. | Energy consumption: 3 kWh / 1000 h. | Document: Energy label.,"Product name: LED lighting set KA220043_S3.
Wichtige Punkte:
- Product type: LED lighting set.
- Model: KA220043_S3.
- Energy efficiency class: E.
- Energy consumption: 3 kWh / 1000 h.
- Document: Energy label.
Auswahlhinweise:
- Show this label with the LED lighting set.",Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time),Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg71002fsn1ocscieiq4,COMPONENT,110,WM-C-EWA34660W,EWA34660W + TGV60 + WU16,Washing machine + front + side panel,639.00,600,830,540,wm-base,washing_machine_base,springgreen,false,true,"EWA34660W, 8 kg, 1400 rpm",/product-images/email/ewa34660w-washing-machine.jpg,/product-info/ewa-34660-w-product-info.pdf,"Waschmaschine EWA34660W fuer die Kuechenkonfiguration. Die Produktinformation nennt Energieeffizienzklasse A, 47 kWh / 100 Zyklen, 48 l/Zyklus, 8 kg Fassungsvermoegen, 1400 U/min, 72 dB(A) und Geraetemasse 830 x 600 x 540 mm.",Produkttyp: Waschmaschine. | Modell: EWA34660W. | Energieeffizienzklasse: A. | Energieverbrauch: 47 kWh / 100 Zyklen. | Wasserverbrauch: 48 l/Zyklus. | Fassungsvermoegen: 8 kg. | Schleuderdrehzahl: 1400 U/min. | Geraeusch: 72 dB(A) | Geraetemasse H x B x T (mm): 830 x 600 x 540. | Einbaumasse H x B x T (mm): 825 x 600 x 580. | Wasser- und Stromanschluss nach Produktinformation beachten.,"Produktname: Waschmaschine EWA34660W.
Wichtige Punkte:
- Produkttyp: Waschmaschine.
- Modell: EWA34660W.
- Energieeffizienzklasse: A.
- Energieverbrauch: 47 kWh / 100 Zyklen.
- Wasserverbrauch: 48 l/Zyklus.
- Fassungsvermoegen: 8 kg.
- Schleuderdrehzahl: 1400 U/min.
- Geraeusch: 72 dB(A)
- Geraetemasse H x B x T (mm): 830 x 600 x 540.
- Einbaumasse H x B x T (mm): 825 x 600 x 580.
- Wasser- und Stromanschluss nach Produktinformation beachten.
Auswahlhinweise:
- Vor der Bestellung Wasseranschluss, Ablauf und Stellmass pruefen.",Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time),Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg72002hsn1osbqh1ic6,COMPONENT,120,SINKBASE-C-600,,Sink Base Cabinet (600 x 600 x 878 mm),0.00,,,,sink-base,sink_base,springgreen,true,true,Blanco Botton Pro 45/2 waste system,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg73002jsn1okk2mcb1y,COMPONENT,130,DISH-C-600-STD,A-EGSPV597210 + TGV60,Fully integrated dishwasher incl. furniture front,579.00,600,815,550,dishwasher-base,dishwasher_base,#001f7f,false,true,"Fully integrated dishwasher, 60 cm",/product-images/email/a-egspv597210-dishwasher.jpg,/product-info/a-egspv597210-product-info-eco21.pdf,"Vollintegrierter 60-cm-Geschirrspueler fuer den Einbau hinter einer Moebelfront. Die aktuelle Produktinformation nennt 12 Massgedecke, Energieklasse D und 5 Programme.",Energieklasse: D | Energieverbrauch: 82 kWh / 100 Zyklen. | Wasserverbrauch: 11.0 l/Zyklus. | Geraeusch: 49 dB | Breite: 60 cm | Geraetemasse H x B x T (mm): 815 x 598 x 550. | Einbaumasse H x B x T (mm): 820 - 870 x 600 x 580. | Tiefe bei geoeffneter Tuer (mm): 1150. | Programme: 5 | Kapazitaet: 12 Massgedecke,"Produktname: Architecto / AMICA A-EGSPV597210 Geschirrspueler, 60 cm.
Wichtige Punkte:
- Produkttyp: vollintegrierter Einbau-Geschirrspueler.
- 12 Massgedecke, 5 Programme, 4 Temperaturen.
- Energieklasse D, 82 kWh / 100 Zyklen, 11.0 l / Zyklus.
- Energieverbrauch: 82 kWh / 100 Zyklen.
- Wasserverbrauch: 11.0 l/Zyklus.
- Geraeusch: 49 dB(A), Klasse C.
- Geraetemasse H x B x T (mm): 815 x 598 x 550.
- Einbaumasse H x B x T (mm): 820 - 870 x 600 x 580.
- Tiefe bei geoeffneter Tuer (mm): 1150.
- Ausstattung: Aquastop, Extra Dry, OpenDry, halbe Beladung, Startzeitvorwahl 3/6/9 h.
Auswahlhinweise:
- Vor der Bestellung Einbaumass, Frontintegration und Anschlussposition pruefen.",Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time),Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg73002lsn1o58700x5f,COMPONENT,135,TOP-C-4000,,Worktop (40 x 600 x 4000 mm),0.00,,,,worktop,worktop,springgreen,true,true,"PLS, concrete slate gray",,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg74002nsn1o2wdq97bm,COMPONENT,140,CAB-DRAWER-C-3D,US60,Base cabinet with drawer 600/600 mm,219.00,600,878,600,drawer-base-3,drawer_base_two,#ffbf00,false,true,,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg75002psn1o1zgdhc6q,COMPONENT,150,SINK-C-BOTTON-45,517467,Sink and Waste System,89.00,,,,sink-faucet,sink_faucet,black,true,true,Blanco Botton Pro 45/2 manual waste system,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg76002rsn1o50s5v57p,ACCESSORY,200,ACC-WASTE-001,Blanco Botton 517467,Waste separation system,89.00,,,,,waste_system,,false,true,Blanco Botton 517467,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg76002tsn1o6b6zvvzp,ACCESSORY,210,ACC-CUTLERY-ZB60SG,ZB60SG,Cutlery insert 60 cm,25.00,,,,,cutlery_insert,,false,true,Cutlery insert 60 cm,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg77002vsn1o7y08ov5f,ACCESSORY,220,ACC-LIGHT-003,KA220043_S3,Beleuchtungsset 3 LED-Spots,69.00,,,,,lighting_set,,false,true,,,/product-info/led-lighting-set-elabel.pdf,Energie-Label fuer das LED-Beleuchtungsset KA220043_S3. Das Label nennt Energieeffizienzklasse E und 3 kWh / 1000 h.,Product type: LED lighting set. | Model: KA220043_S3. | Energy efficiency class: E. | Energy consumption: 3 kWh / 1000 h. | Document: Energy label.,"Product name: LED lighting set KA220043_S3.
Wichtige Punkte:
- Product type: LED lighting set.
- Model: KA220043_S3.
- Energy efficiency class: E.
- Energy consumption: 3 kWh / 1000 h.
- Document: Energy label.
Auswahlhinweise:
- Show this label with the LED lighting set.",Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time),Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg78002xsn1oqbc9nlxt,SERVICE,300,SVC-MONTAGE-001,,"Lieferung, Vertragen, Montage und Anschluss",349.00,,,,,delivery_assembly,,false,true,,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg78002zsn1oe81kq3bl,SERVICE,310,SVC-PICKUP-001,,Abholung an Logistikstandort,0.00,,,,,pickup,,false,true,,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-kitchen-new,,L Kitchen New,ACTIVE,Layer-based L kitchen imported from L - KITCHEN.dxf,736271,cmq95kpqk000dsn0gdnl5i6be,COMPONENT,10,LKNEW-TOP-400,,TOP - 400_1 Wall Cabinet,139.00,,,,top-400,wall_cabinet_standard,#111111,false,true,DXF layer: TOP - 400_1,,,,"""""",,,Thu Jun 11 2026 09:05:10 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-kitchen-new,,L Kitchen New,ACTIVE,Layer-based L kitchen imported from L - KITCHEN.dxf,736271,cmq95kpqn000fsn0g0sayddcz,COMPONENT,20,LKNEW-ASPIRATOR,,ASPIRATOR Hood Area,349.00,,,,aspirator,extractor_hood,#222222,false,true,DXF layer: ASPIRATOR,,,,"""""",,,Thu Jun 11 2026 09:05:10 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-kitchen-new,,L Kitchen New,ACTIVE,Layer-based L kitchen imported from L - KITCHEN.dxf,736271,cmq95kpqo000hsn0gjl4y25kq,COMPONENT,30,LKNEW-TOP-500,,TOP - 500_1 Wall Cabinet,139.00,,,,top-500,wall_cabinet_standard,#333333,false,true,DXF layer: TOP - 500_1,,,,"""""",,,Thu Jun 11 2026 09:05:10 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-kitchen-new,,L Kitchen New,ACTIVE,Layer-based L kitchen imported from L - KITCHEN.dxf,736271,cmq95kpqp000jsn0gs1j96ej3,COMPONENT,40,LKNEW-TOP-600,,TOP - 600_1 Wall Cabinet,139.00,,,,top-600,wall_cabinet_standard,#444444,false,true,DXF layer: TOP - 600_1,,,,"""""",,,Thu Jun 11 2026 09:05:10 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-kitchen-new,,L Kitchen New,ACTIVE,Layer-based L kitchen imported from L - KITCHEN.dxf,736271,cmq95kpqq000lsn0gud96rkth,COMPONENT,50,LKNEW-BASE,,BASE Worktop and Fixed Elements,0.00,,,,base,worktop,springgreen,true,true,DXF layer: BASE,,,,"""""",,,Thu Jun 11 2026 09:05:10 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-kitchen-new,,L Kitchen New,ACTIVE,Layer-based L kitchen imported from L - KITCHEN.dxf,736271,cmq95kpqs000nsn0glr09a44b,COMPONENT,60,LKNEW-BOTTOM-400,,BOTTOM - 400_1 Base Cabinet,199.00,,,,bottom-400,drawer_base_two,#555555,false,true,DXF layer: BOTTOM - 400_1,,,,"""""",,,Thu Jun 11 2026 09:05:10 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-kitchen-new,,L Kitchen New,ACTIVE,Layer-based L kitchen imported from L - KITCHEN.dxf,736271,cmq95kpqt000psn0gqxehrn7p,COMPONENT,70,LKNEW-BOTTOM-500,,BOTTOM - 500_1 Base Cabinet,199.00,,,,bottom-500,drawer_base_two,#666666,false,true,DXF layer: BOTTOM - 500_1,,,,"""""",,,Thu Jun 11 2026 09:05:10 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-kitchen-new,,L Kitchen New,ACTIVE,Layer-based L kitchen imported from L - KITCHEN.dxf,736271,cmq95kpqu000rsn0gdxu6vnbv,COMPONENT,80,LKNEW-DISHWASHER,A-EGSPV597210,DISHWASHER,579.00,,,,dishwasher,dishwasher_base,#777777,false,true,DXF layer: DISHWASHER,,,,"""""",,,Thu Jun 11 2026 09:05:10 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-kitchen-new,,L Kitchen New,ACTIVE,Layer-based L kitchen imported from L - KITCHEN.dxf,736271,cmq95kpqv000tsn0gebmz6vsi,COMPONENT,90,LKNEW-BOTTOM-300,,BOTTOM - 300 Drawer Cabinet,229.00,,,,bottom-300,drawer_base_three,#888888,false,true,DXF layer: BOTTOM - 300,,,,"""""",,,Thu Jun 11 2026 09:05:11 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-kitchen-new,,L Kitchen New,ACTIVE,Layer-based L kitchen imported from L - KITCHEN.dxf,736271,cmq95kpqw000vsn0gnb4ins71,COMPONENT,100,LKNEW-REFRIGERATOR,,REFRIGERATOR,579.00,,,,refrigerator,tall_refrigerator,#999999,false,true,DXF layer: REFRIGERATOR,,,,"""""",,,Thu Jun 11 2026 09:05:11 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-kitchen-new,,L Kitchen New,ACTIVE,Layer-based L kitchen imported from L - KITCHEN.dxf,736271,cmq95kpqy000xsn0g72wso1jc,SERVICE,300,SVC-MONTAGE-001,,"Lieferung, Vertragen, Montage und Anschluss",349.00,,,,,delivery_assembly,,false,true,,,,,"""""",,,Thu Jun 11 2026 09:05:11 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-kitchen-new,,L Kitchen New,ACTIVE,Layer-based L kitchen imported from L - KITCHEN.dxf,736271,cmq95kpqz000zsn0g00amfdai,SERVICE,310,SVC-PICKUP-001,,Abholung an Logistikstandort,0.00,,,,,pickup,,false,true,,,,,"""""",,,Thu Jun 11 2026 09:05:11 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2l9k000dsnbo322taygm,COMPONENT,10,CAB-WALL-LS-400,,Wall Cabinet left,0.01,400,720,340,wall-cabinet-1,wall_cabinet_standard,#00ffbf,false,true,"1 door, 2 adjustable shelves",,,,"""""",,,Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2l9m000fsnbos0tyaoh2,COMPONENT,20,CAB-HOOD-LS-600,FH664621E + HD6002,Flat Screen Extractor Hood + Cabinet + Filter,349.00,600,720,340,wall-cabinet-2,wall_cabinet_plain,#394c00,false,true,"HD6002, light hood setup",/product-images/email/fh664621s-flat-hood.jpg,/product-info/fh-664-621-s-product-info.pdf,Flachschirmhaube FH 664 621 S fuer eine 60-cm-Kuechenloesung. Die aktuelle Produktinformation nennt Energieklasse A und bis zu 70 dB Betriebsgeraesch.,"Energieklasse: A | Geraeusch: max. 70 dB | Breite: 60 cm | Luftleistung: 170-415 m3/h | Betriebsart: Abluft / Umluft | Jahresverbrauch: 24.8 kWh/Jahr. | Geraetemasse H x B x T (mm): 173,0 x 599 x 303.","Produktname: AMICA FH 664 621 S Flachschirmhaube, 60 cm.
Wichtige Punkte:
- Teleskophaube / Flachschirmhaube in Schwarz mit mechanischen Schaltern.
- Energieklasse A, Jahresverbrauch 24.8 kWh, Fluid-Dynamic-Effizienzklasse B.
- 3 Leistungsstufen, Luftleistung 170-415 m3/h, Geraeusch 49-70 dB.
- 2 LED-Leuchten, 2 spuelmaschinengeeignete Aluminium-Fettfilter.
Auswahlhinweise:
- Vor der Bestellung Einbauposition und Luftfuehrung pruefen.",,Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2l9o000hsnbov83umlps,COMPONENT,30,CAB-WALL-LS-500,,Wall Cabinet right 1,0.01,500,720,340,wall-cabinet-3,wall_cabinet_standard,#00ffbf,false,true,"1 door, 2 adjustable shelves",,,,"""""",,,Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2l9p000jsnboz0phv21r,COMPONENT,40,CAB-WALL-LS-600,,Wall Cabinet right 2,0.01,500,720,340,wall-cabinet-4,wall_cabinet_standard,#ff7f9f,false,true,"1 door, 2 adjustable shelves",,,,"""""",,,Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2l9q000lsnbopf1jnes6,COMPONENT,50,HOOD-LS-FH664621E,FH 664 621 S,FH664621E Extractor Hood,349.00,599,173,303,under-cabinet-light,extractor_hood,#394c00,false,false,"Flat pull-out hood, 60 cm",/product-images/email/fh664621s-flat-hood.jpg,/product-info/fh-664-621-s-product-info.pdf,Flachschirmhaube FH 664 621 S fuer eine 60-cm-Kuechenloesung. Die aktuelle Produktinformation nennt Energieklasse A und bis zu 70 dB Betriebsgeraesch.,"Energieklasse: A | Geraeusch: max. 70 dB | Breite: 60 cm | Luftleistung: 170-415 m3/h | Betriebsart: Abluft / Umluft | Jahresverbrauch: 24.8 kWh/Jahr. | Geraetemasse H x B x T (mm): 173,0 x 599 x 303.","Produktname: AMICA FH 664 621 S Flachschirmhaube, 60 cm.
Wichtige Punkte:
- Teleskophaube / Flachschirmhaube in Schwarz mit mechanischen Schaltern.
- Energieklasse A, Jahresverbrauch 24.8 kWh, Fluid-Dynamic-Effizienzklasse B.
- 3 Leistungsstufen, Luftleistung 170-415 m3/h, Geraeusch 49-70 dB.
- 2 LED-Leuchten, 2 spuelmaschinengeeignete Aluminium-Fettfilter.
Auswahlhinweise:
- Vor der Bestellung Einbauposition und Luftfuehrung pruefen.",Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time),Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2l9r000nsnbo2gw614lf,COMPONENT,60,REF-LS-KGCN388140E,OL-KGCN388140E,Kuehl-/Gefrierkombi (545 x 1800 mm),579.00,,,,refrigerator,tall_refrigerator,black,false,true,"OL-KGCN388140E, freestanding fridge-freezer, 180 cm, stainless-steel look, energy class D",,,,"""""",,,Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2l9t000psnboxjzbrg0a,COMPONENT,70,TOP-LS-PLR,PLR60 / PLR80,"PLR Worktops (40 mm, 1571 x 600 mm + 2200 x 800 mm)",0.00,,,,worktop,worktop,springgreen,true,true,"PLR worktop, 40 mm, Beton-Optik Schiefer dunkelgrau / Beton-Optik natur",,,,"""""",,,Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2l9u000rsnbo8777plzv,COMPONENT,80,CAB-BASE-LS-400,,Base Cabinet left,0.01,400,720,600,base-module-1,drawer_base_two,#f0a500,false,true,"1 drawer, 1 door, 1 adjustable shelf",,,,"""""",,,Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2l9w000tsnbog3qjgul1,COMPONENT,90,OVEN-LS-600-HOB,UHK / EH92364E-A / 9EC744100C,Built-in Oven and Ceramic Hob with UHK Base (600 x 600 mm),449.00,,,,oven-base,oven_base,#00c76a,true,true,UHK oven base with EH92364E-A oven + 9EC744100C ceramic hob; oven niche 600 x 560 x 560 mm,,,,"""""",,,Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2l9x000vsnbour2tibut,COMPONENT,100,CAB-BASE-LS-500,,Base Cabinet right,0.01,500,720,600,base-module-2,drawer_base_two,#ffbf00,false,true,"1 drawer, 1 door, 1 adjustable shelf",,,,"""""",,,Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2l9y000xsnbo37iwjfde,COMPONENT,110,CORNER-LS-650,UPEF65,Corner Filler (560 x 650 mm),0.00,,,,corner-base,base_cabinet_30,springgreen,true,true,"Corner filler for base cabinets, 723 mm high, 90 degrees",,,,"""""",,,Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2l9z000zsnboe0iaxcci,COMPONENT,120,SINKBASE-LS-600,US30,Sink Base Cabinet,175.00,300,720,600,base-module-3,drawer_base_two,springgreen,false,true,"US30, sink base cabinet",,,,"""""",,,Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2la20013snbokwbtlth4,COMPONENT,130,DISH-LS-600-STD,A-EGSPV597210 + TGV60,Fully Integrated Dishwasher incl. Furniture Front,579.00,598,815,550,dishwasher-base,dishwasher_base,#001f7f,false,true,"Fully integrated dishwasher, 60 cm",/product-images/email/a-egspv597210-dishwasher.jpg,/product-info/a-egspv597210-product-info-eco21.pdf,"Vollintegrierter 60-cm-Geschirrspueler fuer den Einbau hinter einer Moebelfront. Die aktuelle Produktinformation nennt 12 Massgedecke, Energieklasse D und 5 Programme.",Energieklasse: D | Energieverbrauch: 82 kWh / 100 Zyklen. | Wasserverbrauch: 11.0 l/Zyklus. | Geraeusch: 49 dB | Breite: 60 cm | Geraetemasse H x B x T (mm): 815 x 598 x 550. | Einbaumasse H x B x T (mm): 820 - 870 x 600 x 580. | Tiefe bei geoeffneter Tuer (mm): 1150. | Programme: 5 | Kapazitaet: 12 Massgedecke,"Produktname: Architecto / AMICA A-EGSPV597210 Geschirrspueler, 60 cm.
Wichtige Punkte:
- Produkttyp: vollintegrierter Einbau-Geschirrspueler.
- 12 Massgedecke, 5 Programme, 4 Temperaturen.
- Energieklasse D, 82 kWh / 100 Zyklen, 11.0 l / Zyklus.
- Energieverbrauch: 82 kWh / 100 Zyklen.
- Wasserverbrauch: 11.0 l/Zyklus.
- Geraeusch: 49 dB(A), Klasse C.
- Geraetemasse H x B x T (mm): 815 x 598 x 550.
- Einbaumasse H x B x T (mm): 820 - 870 x 600 x 580.
- Tiefe bei geoeffneter Tuer (mm): 1150.
- Ausstattung: Aquastop, Extra Dry, OpenDry, halbe Beladung, Startzeitvorwahl 3/6/9 h.
Auswahlhinweise:
- Vor der Bestellung Einbaumass, Frontintegration und Anschlussposition pruefen.",Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time),Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
